districtid,vaccinationratio,populationratio,ratioofratios
AS_Karbi Anglong,0.8354802483815563,0.9509942529790867,0.8785334356798993
UP_Bareilly,0.7791169559655517,0.8867646591012718,0.8786062321824822
MP_Shahdol,0.8563929279617399,0.9741139696419213,0.8791506483338342
JK_Kupwara,0.734975819027156,0.8354541428541302,0.879732089802423
MH_Solapur,0.8258801044915326,0.938080267450441,0.8803938566324913
UP_Jaunpur,0.9026065755288952,1.0239922718889962,0.8814583862667476
OR_Cuttack,0.8288027407041997,0.9400854549217895,0.8816248952316276
UP_Ballia,0.8260752119888192,0.9366191205462125,0.8819756012530184
JH_Ramgarh,0.8133691569022564,0.9210549744046295,0.8830842669603068
JH_Ranchi,0.8386105003060322,0.9494152596397039,0.8832915753052871
MP_Raisen,0.7965891122656427,0.9013090448028008,0.8838135119790459
MP_Satna,0.8182525812542686,0.9256541064972202,0.883972291065211
UP_Sultanpur,0.8691947625640697,0.9832574770733725,0.883995070295518
AR_Lower Dibang Valley,0.8205022831050228,0.9277795601183474,0.8843720193624008
OR_Dhenkanal,0.8377014482923214,0.9471508815804294,0.8844435079810314
LD_Lakshadweep,0.838235996370756,0.9464722398333484,0.8856424531989968
MP_Bhopal,0.8132945275258013,0.9181323970779772,0.8858139960142677
UP_Gorakhpur,0.8413678435503635,0.9496618852503999,0.8859656859120105
TN_Krishnagiri,0.8492710432657262,0.9576612735255646,0.8868177786277113
NL_Wokha,0.8594925361499786,0.9684397372936513,0.8875023432556262
OR_Sambalpur,0.8663441648424477,0.9759811113409771,0.8876648889773178
NL_Longleng,0.8040597323679617,0.9049128367670365,0.8885493714959436
UT_Udham Singh Nagar,0.817658349328215,0.9200449939041644,0.8887156114599605
MN_Thoubal,0.890870381141559,1.0022670682254737,0.8888552855666066
JH_West Singhbhum,0.8934170700068347,1.0047612375481227,0.8891834563473043
UP_Sant Kabir Nagar,0.8650841919266438,0.9722545466253323,0.8897713000461929
GJ_Tapi,0.896234523282952,1.006579012799984,0.8903767234227459
UP_Agra,0.7733518883387245,0.868450239814491,0.8904964877480137
BR_West Champaran,0.8100504379819934,0.9091858270543542,0.8909624566041171
GJ_Banaskantha,0.8356796348453052,0.9377463317641375,0.8911574554209996
UP_Ambedkar Nagar,0.8714869308338782,0.9777863923920126,0.8912855994057268
WB_Uttar Dinajpur,0.8375469494681691,0.9387530898104917,0.8921908844393223
UP_Sitapur,0.7926104761826287,0.8877867891737508,0.8927937268815397
MP_Guna,0.8160414233735149,0.9119058398859188,0.8948746544660832
JH_Palamu,0.8306567469852236,0.927720505375126,0.8953739215339922
UP_Bhadohi,0.8560943526914792,0.9554143915430449,0.8960450672182585
AS_Chirang,0.8689678846593943,0.9691333823409295,0.8966442602156716
UP_Gonda,0.8262846856548605,0.921454094964821,0.8967182306421961
PB_Patiala,0.7994099947594345,0.8909171070560048,0.897288859342985
MP_Rewa,0.8353841787157311,0.9305411803118113,0.8977401499155637
TG_Adilabad,0.8991569186696654,1.0014931399528475,0.8978163532023791
MP_Dhar,0.8668531828446906,0.9643604664225213,0.898889173734431
UP_Farrukhabad,0.7853159547570733,0.8735132771505804,0.8990315033548102
JH_Hazaribagh,0.8516882572715527,0.9469435311786871,0.8994076512793033
GA_South Goa,0.8873653987442475,0.9863891361179422,0.8996098661797767
MH_Osmanabad,0.8323811263248615,0.9239798731334189,0.9008649977429423
OR_Balangir,0.8889577688999097,0.9865112149543969,0.9011126841989356
AR_Upper Subansiri,0.89966113376601,0.998371569519613,0.9011285589781972
MP_Sagar,0.80558854198475,0.8932893508255079,0.9018226191102451
MP_Chhindwara,0.8712232100439118,0.9642882641845504,0.9034883472118796
BR_Buxar,0.83269390960091,0.9216173391878393,0.9035137189744156
MH_Gadchiroli,0.8873853129760175,0.9820552419235657,0.903600199962156
PB_Sri Muktsar Sahib,0.8098923206533498,0.8962453376841273,0.9036502468688861
UP_Ghazipur,0.8598908808828546,0.9515480506178996,0.9036757316926599
BR_Rohtas,0.8296511348827783,0.917609193376809,0.904144314236495
TN_Coimbatore,0.9041571080193722,0.9996825299529231,0.9044442419754506
JH_Godda,0.8483842061843939,0.9375994760497812,0.9048471419360622
MP_Ashoknagar,0.8182139240551946,0.9040120584809288,0.9050918252463286
RJ_Jaisalmer,0.7713576298291389,0.8520989306291262,0.9052442176633482
OR_Bargarh,0.885138126983346,0.9772185151122389,0.9057729804491916
MN_Churachandpur,0.8834890431701952,0.9748091053162369,0.9063200562571513
PB_Barnala,0.7935485275232353,0.8755456314838027,0.9063474238097614
ML_South Garo Hills,0.8568306863854528,0.9452507858411917,0.9064585813837196
MP_Indore,0.8415041235447096,0.9278918256770456,0.9068989512120097
OR_Kalahandi,0.9106330519087504,1.0033883834476134,0.9075578977502626
UP_Kaushambi,0.8240828670915283,0.9077216646690162,0.9078585420697377
HP_Sirmaur,0.8336935938122008,0.9177564072402448,0.9084040026690453
CH_Chandigarh,0.7427821481592946,0.8176636017793454,0.9084202189542266
AS_Cachar,0.8720008658562384,0.9594362529392384,0.9088679557238522
GJ_Kheda,0.854381107723959,0.9396412496299739,0.9092630916963363
MP_Umaria,0.8636517676991496,0.9498297416791159,0.9092700826280505
BR_Kaimur,0.8368812238418242,0.920156409753886,0.9094988797237902
ML_East Khasi Hills,0.9196353679582727,1.010770567913738,0.9098359184086937
UP_Auraiya,0.7862456554379357,0.8641492351764769,0.9098493910920008
BR_Patna,0.8160697672596877,0.8965217611625357,0.9102620846609184
GJ_Vadodara,0.8505742711174279,0.9341395602803686,0.910543035841604
PB_Ferozepur,0.8135435513052468,0.893434063960091,0.9105804044444707
UP_Etawah,0.7922786626155931,0.8700700828509818,0.9105917767216091
MP_Betul,0.8855616514185836,0.9710848860661933,0.9119302175589827
MH_Beed,0.8356168454839956,0.9161200083610924,0.9121259636921213
JK_Punch,0.8146540348685025,0.8929610677295265,0.9123063303754886
UP_Firozabad,0.7986747550163322,0.8754277254689402,0.9123251774879603
UP_Kasganj,0.8030449821448589,0.8801162052698043,0.9124306282926369
MH_Chandrapur,0.8776825073874921,0.9614168996488806,0.9129052211460302
MP_Shivpuri,0.8004876440198655,0.8765594507471773,0.9132154622684537
CT_Raipur,0.8992917867507283,0.9841323004844287,0.9137915565905737
MH_Nandurbar,0.8942433132825275,0.9783417549839769,0.9140398114738272
UP_Chandauli,0.8395119176878134,0.9184069240253265,0.9140958062557709
MP_Rajgarh,0.8741962214719686,0.956201626905185,0.9142383749140517
MP_Ratlam,0.8891422634989519,0.9709945668149019,0.9157026145012886
MH_Mumbai,0.7622533945151315,0.83153054004255,0.9166871904381606
UP_Lalitpur,0.8306644806143599,0.905727046805749,0.9171245173078201
MP_Vidisha,0.8223034185895189,0.8957064223044617,0.9180501536138453
HP_Kinnaur,0.7520452897925368,0.8188717593893922,0.9183920206911448
JK_Doda,0.8442029913435435,0.9188077194920451,0.9188026759399168
MZ_Serchhip,0.8986934606711765,0.976713037654866,0.9201202666742136
WB_Purulia,0.8823568723108584,0.9573298793049547,0.9216852950954287
MH_Latur,0.8561564183611607,0.9276717407355043,0.9229088057402259
UP_Kanpur Dehat,0.7981097595289505,0.8647024931093013,0.9229876933268732
UP_Saharanpur,0.8218590917408366,0.8899572870924581,0.9234815014840743
UP_Banda,0.7969901917728005,0.8629824118209791,0.9235300521259426
OR_Kendujhar,0.9126879211717149,0.9875993809067312,0.9241479276078132
UP_Aligarh,0.8153875696674404,0.8821191231949246,0.9243508594555905
MH_Yavatmal,0.8811754490996999,0.9524058691587469,0.9252100156396933
UP_Jhansi,0.8243557612247545,0.8900463006744617,0.9261942447264507
AS_Dhubri,0.8834080868942598,0.9534618499009869,0.9265269365376266
AS_Kokrajhar,0.8894548508416402,0.9587816429494044,0.9276928249330045
MP_Jhabua,0.9187690830684,0.9902955790323927,0.9277725787346436
HP_Shimla,0.8491681469607036,0.9151419046252226,0.9279087130300987
MP_Sehore,0.8517366338972042,0.917872650981436,0.927946412812806
CT_Bastar,0.9495677535775735,1.0232287787746945,0.928011187013984
UP_Budaun,0.8085135198914879,0.8711112488876941,0.9281403734871567
MP_Dewas,0.8741271452430316,0.9416372077545542,0.928305655346279
PB_Rupnagar,0.8496413921006721,0.9151209141642307,0.9284471362744886
MH_Sindhudurg,0.9618255700203175,1.0359114565861234,0.928482414114853
TR_Dhalai,0.8771498771498771,0.9441874331770704,0.92899973705261
MP_Mandsaur,0.8952090002026484,0.9629626375300029,0.9296404297666808
UP_Kanpur Nagar,0.802003704055274,0.8624509412530907,0.9299122601570932
AS_Hailakandi,0.8854051772920403,0.9512148924206103,0.9308150916759721
GJ_Rajkot,0.8629189693184798,0.9268999642937635,0.9309731390225772
MP_Burhanpur,0.8852535749404026,0.9506800444783066,0.9311792964226915
RJ_Bikaner,0.8429836780823718,0.9051701280060219,0.9312986056437378
MH_Thane,0.8249156044034556,0.8857631560910187,0.9313049416549556
MP_Gwalior,0.8049694528576106,0.8636941027783408,0.9320075826246537
GJ_Panchmahal,0.8853675570390444,0.9485346315001048,0.9334056212990749
JK_Samba,0.8275241357832451,0.8855869066483764,0.9344358295846111
UP_Muzaffarnagar,0.8314969834355436,0.8890525085322831,0.9352619507347697
UP_Hardoi,0.8115856683229367,0.8676492464778899,0.9353845135202548
JH_Chatra,0.8916590117502966,0.9532077874647663,0.935429843813834
GJ_Gandhinagar,0.8639359757755221,0.9226719383751644,0.9363414447142752
CT_Dakshin Bastar Dantewada,0.9564683862810962,1.0202694005497044,0.9374665022451587
KL_Kozhikode,1.0296272273340528,1.0981745031415242,0.9375807072451785
OR_Puri,0.9028908005890103,0.9629873581547991,0.9375936173441144
MZ_Lawngtlai,0.8866857501919989,0.945477648146009,0.9378177812354471
MP_Shajapur,0.8801591790678377,0.9380425869932866,0.9382934114846716
MH_Akola,0.8872456429423033,0.945553846582877,0.9383343382808998
AR_East Siang,0.9198242268468618,0.9796871258679862,0.9388959011091558
OR_Deogarh,0.9155695942364485,0.9750995386462744,0.9389498794220833
UP_Bahraich,0.8379005488814399,0.8915132405292306,0.9398632693150306
TN_Tiruppur,0.9306792840375587,0.9893544884721773,0.9406934469714404
PB_Tarn Taran,0.8466684895741453,0.8997045993257196,0.9410516409593527
ML_West Garo Hills,0.9267167028266086,0.9844921782211816,0.9413144393905049
HR_Sonipat,0.8057682976534751,0.8558848789003953,0.9414447170613555
MP_Narsinghpur,0.8660026167024611,0.9195407956962782,0.9417772661698192
HR_Jhajjar,0.8122545028318854,0.8621846747508584,0.9420887735757991
MH_Jalna,0.8830300839274764,0.9368248089667248,0.9425776041322159
MP_Khargone,0.9097649238330182,0.9651712636695655,0.9425942918918936
AR_West Siang,0.8770072701126468,0.9301677898500894,0.9428484620543459
UP_Rae Bareli,0.8896211207431038,0.9432110614182142,0.94318351123392
BR_Bhojpur,0.855964938050076,0.9074700429256561,0.9432431899244528
CT_Uttar Bastar Kanker,0.9493191290200361,1.0060668884496087,0.9435944467698134
UP_Meerut,0.83674783142159,0.8861849668874535,0.944213525039246
JK_Rajouri,0.8124257702563439,0.8601799328798816,0.9444835193217577
OR_Nuapada,0.9648791979632153,1.0213867970141939,0.9446756123966293
PB_Jalandhar,0.8652225713289982,0.9154461492249026,0.945137594452248
MP_Hoshangabad,0.863588196399718,0.9135226791013141,0.9453385407456774
RJ_Alwar,0.8460751250145365,0.894858036973202,0.9454853061121623
MP_Bhind,0.7920160080875933,0.8374255402479168,0.9457748420869989
PB_Fatehgarh Sahib,0.8238513601862979,0.8708614535762714,0.9460188607534271
MP_Anuppur,0.9240246943722642,0.9762841783737873,0.946471032554709
AR_West Kameng,0.7753960383451572,0.8188061965117539,0.9469835983758661
RJ_Sawai Madhopur,0.849557252695009,0.897005955703655,0.9471032464088547
MH_Nanded,0.8931853720422493,0.9428591246044247,0.947315827713906
GJ_Narmada,0.9110184085165994,0.9605594414884784,0.9484248128412435
RJ_Chittorgarh,0.9231336590326051,0.971903964779084,0.9498198304422346
PB_Moga,0.8486494077992603,0.8933411925768178,0.9499723228382145
JH_Simdega,0.9467291806206742,0.9965369003259975,0.9500191917740028
JK_Jammu,0.8361325316441862,0.8799686909037737,0.9501844102946828
GJ_Bhavnagar,0.8864139258750136,0.9328701295999667,0.9502007811688916
BR_East Champaran,0.8574788152816435,0.9018923925736487,0.9507551259355163
MH_Hingoli,0.8957398992636985,0.9418714353102621,0.9510214087431503
MZ_Mamit,0.8815850971489617,0.9265637547961095,0.9514564891899474
OR_Bhadrak,0.9338474252187758,0.9813445400257806,0.9515999601875229
OR_Sundargarh,0.9261593022996454,0.9728058412265219,0.9520494872151835
RJ_Kota,0.8672810443943999,0.9105841292411285,0.9524447182240954
MP_Ujjain,0.9099090537490855,0.9550187003893578,0.9527656928373431
DN_Daman,0.5083829777914056,0.5335675723373362,0.9527996155470854
RJ_Jodhpur,0.8745854361117992,0.9164776436540245,0.9542899842322397
JH_Giridih,0.9007869421806521,0.9437865730650553,0.9544392428208033
RJ_Jhalawar,0.9031876908056413,0.9460009956656825,0.9547428543350377
HP_Kullu,0.8997210221608102,0.9423336231215513,0.9547797086772902
MP_Datia,0.833457875072357,0.8725238422780056,0.9552264759852817
MP_Damoh,0.871259258900999,0.910062806610936,0.9573616816025687
UP_Chitrakoot,0.8419729700193072,0.8792695382598001,0.9575823264453034
MH_Nagpur,0.9114787950172577,0.9512028427970943,0.9582380897190923
HR_Rohtak,0.8308815154789279,0.8667426589196786,0.9586253854339549
BR_Aurangabad,0.8880084570064202,0.926218108356513,0.9587465943438611
UP_Unnao,0.8696287033188862,0.9068718418096703,0.9589323024778615
RJ_Dausa,0.8682348657115773,0.9053786079761059,0.9589743540025093
DN_Diu,0.9893437833006772,1.030808829264488,0.9597742619323534
MH_Washim,0.8936677873665618,0.9299631469832437,0.960971185004027
AS_Golaghat,0.9273850431351006,0.964220553390247,0.9617976300903036
MH_Amravati,0.9155152830712537,0.950639803129187,0.9630517048178341
MH_Satara,0.9523387937492469,0.9881238408781329,0.96378485605905
TG_Nizamabad,1.0025201728555586,1.0400218767815863,0.9639414278071927
GJ_Sabarkantha,0.9179364758954196,0.9518795143345569,0.9643410348389877
BR_Saran,0.91975579080019,0.9536390021657872,0.9644695620788937
CT_Balrampur,0.8947730184022246,0.9275361278741496,0.9646772686396422
UP_Mahoba,0.8478171652493943,0.8782952152638102,0.9652986268344167
MP_Morena,0.8109616112131257,0.8400774229537717,0.9653415138353882
UP_Bijnor,0.8853692223047821,0.9168666703101943,0.9656466430448868
MH_Jalgaon,0.8934040189678498,0.9249951646631306,0.9658472315292742
MP_Khandwa,0.9110138719501651,0.9427623608060753,0.9663239749741761
AS_Udalguri,0.9399556158033977,0.9725675198106338,0.9664682365563824
OR_Subarnapur,0.9279747466733163,0.9600368761885183,0.9666032312816012
KL_Kannur,1.098007277401379,1.1355212172202538,0.966963241857595
MP_Jabalpur,0.898281938065366,0.9285457042241392,0.967407348910132
OR_Balasore,0.9260723850938832,0.9569526398923247,0.9677306341911381
AS_Baksa,0.9424907401896373,0.9738536970477635,0.9677950014943693
BR_Katihar,0.8898976724501029,0.9188774266915767,0.9684617845648733
MH_Buldhana,0.9041562086350189,0.9335641017973025,0.9684993316413223
UP_Mirzapur,0.8746442741394715,0.9027403753099515,0.9688768754130075
RJ_Barmer,0.8741461165485418,0.901905886099712,0.9692209908162178
PB_Faridkot,0.8631135704336047,0.8903055367632878,0.9694577140017125
MZ_Aizawl,0.9785477893032595,1.008877402519195,0.9699372657765931
MH_Parbhani,0.9191378060693914,0.9473373847932377,0.9702328028255731
BR_Jamui,0.8945288466859597,0.9217052520347924,0.9705150802940127
PY_Yanam,1.0073741962126128,1.0375077835976705,0.97095579632129
TR_North Tripura,0.9392234280646932,0.9666354928300176,0.971641777103518
NL_Mokokchung,0.899421293895584,0.9251968503937008,0.9721404623382057
AR_Anjaw,0.8162085795016697,0.839489006691579,0.9722683358515232
MZ_Lunglei,0.9214503888906382,0.9474731876802065,0.9725345274906592
GJ_Surendranagar,0.9051663621115583,0.9301408809814522,0.9731497460432643
MH_Dhule,0.9204930655639814,0.9457321463979712,0.9733126541905989
UP_Hathras,0.8486022251342532,0.8713759991006151,0.9738645843013031
MP_Seoni,0.9562270467548742,0.9818546040331725,0.9738988265950704
RJ_Pali,0.961621212570852,0.9870580112383,0.9742296821687951
CT_Kabeerdham,0.9708644505991213,0.9961413199112746,0.9746252175199351
MP_Balaghat,0.9950510699690189,1.020591846379269,0.9749745439365791
MH_Kolhapur,0.9332562399263272,0.9569259306755634,0.9752648663909379
MN_Bishnupur,0.9742890686146621,0.9986109006415114,0.9756443355352672
RJ_Pratapgarh,0.9591530725679274,0.9825468767133302,0.9761906483040724
JK_Kathua,0.8709519988750383,0.8902728842196934,0.9782977942076833
KL_Kasaragod,1.0568654546888414,1.0797772238245154,0.9787810220199666
OR_Mayurbhanj,0.9845820563848855,1.0058206689470655,0.9788842949664045
AR_Upper Siang,0.8705620734606242,0.8888710626236697,0.9794019741074672
GJ_Surat,0.7713707549666355,0.7874549118458984,0.9795745043464653
JH_Dumka,0.9571406236428386,0.9766856041907873,0.979988462547124
MH_Sangli,0.9476608123420204,0.9656529649070019,0.9813678896882854
RJ_Baran,0.9118514885301134,0.9288029718666446,0.9817491073457019
UP_Baghpat,0.8457093144315929,0.8613110117559672,0.9818861048896067
RJ_Udaipur,0.9411019862572013,0.9583980352322982,0.9819531673279103
CT_Raigarh,0.9746968638119784,0.991240580158288,0.9833100897224488
TG_Nalgonda,0.9665414481753571,0.9825346692639728,0.9837224867590715
MP_Mandla,0.9924295127702917,1.0083023652507652,0.9842578446431335
AS_Darrang,0.9391436125089567,0.9536140281480329,0.9848257101804822
GJ_Mehsana,0.9129999082131617,0.9261954340665581,0.9857529789415392
PY_Puducherry,1.0151042691165422,1.02941327217047,0.9860998459600603
AS_Barpeta,0.9405987958476563,0.9534189000281429,0.9865535451624589
RJ_Tonk,0.9394684718463695,0.9520062186184999,0.9868301839558102
CT_Janjgir Champa,0.9728546302855607,0.9856236905691558,0.9870446901735677
WB_North 24 Parganas,0.9429482725952125,0.9552686853841347,0.9871026728108775
CT_Koriya,0.9560377269363397,0.9684618073293362,0.9871713264281866
PB_Hoshiarpur,0.9494602660489493,0.9610793800684007,0.9879103492797604
CT_Bilaspur,0.9697475132568537,0.981469569006661,0.9880566284274396
WB_South 24 Parganas,0.9449605583836869,0.9555330925602655,0.9889354599449293
UP_Fatehpur,0.8915456027212812,0.9012718798430298,0.989208276282355
MZ_Saiha,0.9680217802593327,0.9785269636986781,0.989264288232143
KA_Kolar,0.9686485261199316,0.9788883507900608,0.9895393334062412
AN_South Andaman,0.8619049933573119,0.8709647007063002,0.9895980774632526
BR_Purnia,0.9121277695522283,0.9210760458287482,0.990284975581502
RJ_Jalore,0.9432212803273896,0.9524488754412076,0.9903117160912774
BR_Muzaffarpur,0.8916801453948361,0.8995322249640653,0.9912709302109295
KA_Kalaburagi,0.9631197435771529,0.971435485171941,0.9914397386942106
BR_Munger,0.8691748385867888,0.8761153350771768,0.9920781018063374
KL_Palakkad,1.0584956303146726,1.0669212741949483,0.9921028438704315
TG_Mahabubnagar,0.9699525439049587,0.9767146283675366,0.9930767040175491
